Age,DailyTimeOnSite,Income,ClickedAd
41,3.661230629996779,83707,1
69,6.7889022746757774,100451,1
28,5.636052202253718,66385,0
66,5.816808042839517,39191,1
25,4.892375002081289,95270,1
53,4.506914076885216,24858,0
55,3.9169633237639134,35732,1
57,3.751156481265097,58424,1
37,2.706486406261969,56905,0
52,5.139273453444337,45976,1
65,6.048111123904121,37548,1
42,3.1674064448286448,101924,0
52,6.984154565843389,83705,1
42,2.6409758258136415,75719,0
46,6.281559227467948,67303,1
35,3.731720413457584,58217,0
63,6.618512011628023,75806,1
35,6.1444505900150475,86519,1
19,8.97462877443132,99598,1
52,4.065049603085548,61274,1
33,1.645019673457262,93286,0
58,2.163639484121463,49493,0
53,4.6908447450327255,110275,1
50,5.24652464519748,85871,1
21,3.923767463324941,119917,0
50,5.546192249499195,78369,1
31,6.340151031712857,67829,1
38,5.876065626864818,87724,1
65,4.940550988449431,85955,1
37,3.7311590797471474,71767,0
25,6.248129523009616,22572,0
24,7.072764003506839,70130,1
20,4.098209445347857,94783,0
34,3.243213841079723,74882,0
50,6.731755723688034,93012,1
65,5.482190677824677,22408,1
29,5.452407451446758,29995,0
68,7.578722449599131,83750,1
39,2.309898018957397,51438,0
39,4.6820667653243815,111256,1
63,5.566536717106068,83222,1
47,8.022305837795566,36012,1
55,4.926188434422726,89208,1
55,4.27486921332481,60718,1
62,5.325068599485639,92836,1
68,6.096382097664447,83237,1
25,6.7886083475952805,101607,1
44,7.206176211947673,37408,1
44,2.1305847735778416,49605,0
51,3.8490486412774803,83939,1
38,6.295278844400162,46696,1
47,5.391067624476018,62348,1
50,5.653066736993685,51420,1
45,4.0619896554517805,58176,1
64,5.3609949949502225,101747,1
50,4.652289595071998,22564,0
22,5.711841067518131,54319,0
65,5.762866776582766,68847,1
36,5.486924907081128,28956,0
21,5.412512524515432,41075,0
52,4.745571477176888,90377,1
66,7.383878533332963,21169,1
34,6.67799976340577,96635,1
61,5.0831474309337175,37112,1
45,6.289163351868867,71227,1
47,8.041697462227289,84146,1
46,3.644976519767323,93937,1
63,3.952949207250964,111947,1
23,5.1289902702513475,40826,0
52,5.470065340164085,112692,1
58,4.19865416238382,115624,1
54,6.058514609543585,34387,1
41,4.87747251483525,82607,1
46,6.639347927044991,92189,1
66,3.9983579189134355,54781,1
63,3.710796245639374,98356,1
48,4.7070554614952975,60349,1
52,4.7737017179155385,82661,1
50,3.6564140424655127,75928,1
69,5.15916518327434,119347,1
38,4.017448228135102,43059,0
49,7.849709683974822,39517,1
40,4.910650534332557,108464,1
50,5.552524915203714,95176,1
20,3.130815315537749,70718,0
35,5.825237462558208,59166,1
42,3.791379392697483,75844,1
59,6.370839357619475,56548,1
48,2.6895361425095636,67715,0
20,4.952365958199865,36367,0
57,6.549265688506717,113787,1
63,5.263431320937156,28948,1
41,4.790067111401584,113216,1
67,7.0053594249404245,115095,1
49,3.768315785873468,39277,0
64,3.2440301754288026,72270,1
39,3.4344363911550477,55464,0
40,3.4914485363342975,72183,0
19,5.623404327106605,115651,1
44,4.5482379136652105,27327,1
59,6.475269290543706,87539,1
19,5.690768408356874,119772,1
43,5.547769260605867,119443,1
34,2.3954510713530874,55764,0
57,5.858695988187973,56314,1
50,6.874190199083177,64602,1
26,5.1551953676605455,41495,0
60,3.5499725646105427,89472,1
65,2.6715856560290474,51503,0
56,6.4939587346449645,96600,1
46,5.153178883814097,110144,1
59,2.960723247022221,36821,0
43,5.572958599362265,103079,1
52,4.96740132463129,67078,1
67,7.383908533297452,99579,1
42,3.7922633027886468,97822,1
41,5.559161182271914,112606,1
30,6.779440784082998,67703,1
24,5.692213977735144,48246,0
53,4.764419715039457,51615,1
62,4.493982369172107,32992,1
37,4.531889444000559,106071,1
18,4.239144130742357,72930,0
25,3.948968833986827,70545,0
63,6.705446031552546,37280,1
33,6.57315232539847,50142,1
31,6.091836201743653,31076,0
29,5.332358554387328,62836,1
68,5.281854576547146,62408,1
40,2.652640907351475,30656,0
32,6.044794564121784,113233,1
45,5.019055090326577,112364,1
51,3.204567383605272,97083,1
19,6.572598811999302,50073,1
49,4.757481623501635,36661,1
40,6.12454455681556,56257,1
39,5.658797033825222,86037,1
68,3.640900393950062,41665,1
42,6.11956581912081,81025,1
39,3.9982533194662295,115571,1
39,2.503708952889392,89077,0
66,6.114556099815196,103864,1
69,5.300614058822845,110770,1
59,5.168500196517005,87204,1
23,6.134435485913895,82005,1
32,3.2798582671351078,94431,1
60,3.5722577775589146,115774,1
54,3.3314370941634204,92236,1
50,4.291794486197722,25067,0
25,5.500527519435887,61973,1
61,8.05754775959996,73369,1
61,4.636087695163622,22414,0
22,5.245183404976736,23456,0
56,2.859658546957905,107814,1
21,4.176450851552174,23692,0
23,1.9147942628176962,37987,0
62,8.418460436679082,85965,1
49,2.162292467211036,26675,0
69,4.223643510946826,107098,1
47,4.784452946137272,39232,1
64,7.652729532667362,39180,1
52,5.335749855559413,111781,1
57,2.893004583599799,28167,0
69,4.547226935195106,26230,1
33,5.091451504025495,68399,1
30,4.031741146780181,81230,0
67,3.886555559566998,55563,1
59,3.777486161443881,113329,1
47,3.8206902913763385,74490,0
36,3.6031675339892275,113787,1
34,3.6556442173256043,53099,0
36,4.483361036144862,103124,1
45,6.100208401385854,21141,1
43,3.065877602147511,57659,0
54,3.7572752660970554,41395,0
43,5.057521399713835,32890,1
40,5.7578169963221235,39700,0
26,7.195111320460462,94067,1
29,6.030463493455578,85835,1
18,5.204177726741282,97516,1
18,4.9275740170282365,103926,1
64,4.784382204551002,38661,1
51,3.2229713340800203,30724,0
49,5.560987845784482,29132,1
65,4.315010750814203,118482,1
42,5.196613506364755,78303,1
57,3.5675841644594417,88625,1
62,4.82958821609176,100264,1
18,3.5773478264351386,87672,0
33,5.76811140452028,20407,0
56,4.581578739817869,25079,0
22,5.2316473495775,61855,0
39,4.309551746784495,102992,1
46,5.998611266824461,36632,1
20,5.501257204121779,34447,0
29,3.711540878455269,89870,0
43,3.5918584799040607,53613,0
33,6.270785024957206,66493,1
68,1.5266271823210937,102118,0
54,7.032583277832517,21384,1
39,3.8761999650197474,26315,0
46,5.935587407337869,91720,1
31,5.527613642549534,109520,1
45,4.419735758125066,65351,1
22,5.41908353070796,88238,1
64,5.056082460919473,97630,1
66,6.113258730749486,44959,1
47,3.8073706523555804,26040,0
63,5.966598541013131,113422,1
69,2.0600378763793974,31437,0
22,5.844168443709524,42526,0
29,4.963476666981582,58828,0
33,5.6719865055000405,104971,1
43,5.867049042330612,68784,1
43,7.146601027014053,76553,1
65,5.142375957101755,106643,1
38,3.654434563385422,99633,1
56,7.676442810786571,84602,1
53,5.498983793586948,30333,1
50,6.2547547316677345,110576,1
47,4.380395261820703,38633,0
54,4.366623294252135,20399,0
40,5.168572098504042,119194,1
27,5.806739032075625,109631,1
22,5.410014916857328,34412,0
53,3.5059557988959433,26519,0
51,7.280197576477782,52845,1
69,3.2100318475950895,109743,1
48,5.493784741611741,65806,1
27,5.037167217023596,110014,1
36,8.790888822047007,111934,1
49,4.348634512490711,66270,1
18,3.1608191150149687,109874,0
22,5.975447492999164,38003,0
62,4.246582226996564,27041,0
21,6.5958157916946325,89926,1
33,6.313815350752023,91812,1
41,6.059458218441629,34845,1
33,3.8345200876783068,111252,1
19,6.297237655173463,78488,0
66,8.458012491668374,116770,1
45,4.430422217229146,108877,1
49,4.705341879600525,93648,1
44,4.788502120900213,34493,0
37,4.545306078814,74111,0
41,5.205826951735565,116390,1
29,5.0304975778258125,41737,1
67,4.912725227813184,104255,1
52,3.6683664709085897,116809,1
50,6.785489302109586,49132,1
50,5.562291821127527,112507,1
68,6.454804106548775,115707,1
60,5.896372543210375,25952,1
54,1.0140509961315827,115702,0
29,6.356374472111619,33578,1
20,6.216747547289988,91569,1
18,5.36037143494077,104991,1
50,8.255611740713917,66575,1
57,6.567702700523974,101967,1
27,6.512261901904984,105061,1
60,2.4509071384105425,50185,0
61,7.015896151490689,115424,1
46,6.0163113722721455,87434,1
30,2.98886650853857,59451,0
29,5.4799375436087105,24059,0
48,2.467553993453377,49719,0
63,6.026442543123285,111865,1
19,5.272297170433089,27616,0
68,4.102851681461872,34553,1
67,6.058300870497788,51378,1
52,3.8643407628373487,53188,1
40,5.18024037040249,31969,1
34,6.66081065246307,96793,1
43,4.48932364965665,61890,0
25,3.5745728956252414,102006,0
46,6.63689548024224,58110,1
43,5.166522050423084,68956,1
27,8.011747483398807,29964,1
43,5.778079285680198,88274,1
51,6.14449728458983,50904,1
68,5.545271741568994,103371,1
58,5.835080954415215,24547,1
24,5.91381455726348,110922,1
21,6.017299917345983,100389,1
67,3.3239183138213013,68778,1
62,3.7117870231718015,52404,1
28,5.992447221815973,92526,1
46,5.139260658220014,77205,1
53,3.855091810364579,107185,1
42,5.451472685905137,30149,0
38,7.420459895323681,55266,1
53,5.286933112672753,84715,1
27,5.632911265918625,75469,1
54,5.681168175975329,112900,1
26,4.08446592042025,109914,0
41,4.923995163426242,105573,1
52,1.8667231325399065,78854,0
66,3.583651768872178,61530,1
52,4.882016306096858,34570,1
65,3.212505428575402,97220,1
53,4.969476924438976,110719,1
35,4.555727142425002,42457,0
66,6.9853486556310544,22929,1
56,8.034805403413849,30587,1
49,4.916053287022164,78885,1
41,5.565358351492623,23687,0
40,6.814902070290869,110044,1
49,4.991790902811979,76588,1
54,5.631073500287502,96876,1
29,2.9096187507717834,113412,0
66,5.7747318549373405,36974,1
30,6.915075242681051,29982,1
40,3.3232713033135197,71231,0
42,2.5109904043570053,81439,0
52,6.9408061455478265,83218,1
58,4.525062171383671,78630,1
47,3.8290834567406113,83595,1
34,5.1452367463977815,53237,1
66,4.180294256948255,94970,1
37,3.447368260124888,23741,0
65,2.712955655729325,37738,0
42,7.706264489779995,79413,1
39,7.499865797395658,22301,1
30,4.62623072721442,93608,1
36,8.926844709336759,96240,1
66,6.992680276095881,107272,1
53,4.9263176838868645,59844,1
29,8.405337443682523,83544,1
58,1.9334570254215495,66529,0
36,4.687372715785685,52639,1
29,7.639982229998271,95739,1
26,4.488861081493536,34048,0
24,6.760521291133358,47246,1
45,3.5288658756774565,84050,1
31,4.00816124545865,25852,0
48,5.582411226827524,83307,1
69,5.9929767976662385,107615,1
36,5.31285405437318,95057,1
64,4.37997909695122,63369,1
33,3.6060172085837396,80393,0
22,8.545069426733043,117084,1
52,5.525604191815413,76481,1
29,6.658716936038928,95888,1
42,6.482537934930281,87899,1
69,4.29107822206892,47933,1
38,5.075397866012054,49310,0
53,3.8465955325128958,102108,1
40,6.155185978635005,105245,1
33,4.765220773191763,117726,1
56,7.442604211422505,66078,1
62,2.5877752513979733,49207,0
59,5.755933459842223,48719,1
56,8.820509465494242,20259,1
31,3.902892040169511,95185,1
48,5.243102374356518,40364,1
22,4.4765795325636155,29798,0
52,6.347492900392282,99744,1
40,1.9990153928070904,57023,0
46,3.1975726471185695,46188,0
60,3.5153275562200577,49318,0
28,6.323231074950074,73192,1
35,4.731236706681392,74612,0
64,4.047815123076362,119381,1
29,5.6148546539262085,91720,1
26,5.337582002836108,29290,0
27,4.709187288929776,20635,0
61,4.2549853217631135,26448,0
34,3.643944848036657,29706,0
55,7.1428019682460935,55987,1
24,7.244060456039446,116948,1
63,3.033544011317395,95765,1
30,4.417058245288002,63325,0
57,5.679947561512221,87843,1
59,3.6510194080368557,81816,1
26,6.1151415332320695,105752,1
67,5.327892409224966,24759,1
44,6.250622764987174,102794,1
19,8.478148966368222,118927,1
22,2.4971163945474677,101526,0
46,7.197077830210614,59825,1
54,4.215120072574969,20484,0
55,6.056701095180353,81106,1
36,5.843297093525408,104514,1
25,7.122549404362434,85248,1
65,5.161483492038347,69784,1
62,3.8383527648171265,85064,1
18,5.435931457558239,65496,0
39,7.599575469160177,87292,1
69,5.595682463232593,77753,1
34,4.213916309978342,69885,0
24,4.839872261615459,75459,0
42,5.4488965450438664,39315,1
62,5.248471439076649,59140,1
21,5.042029320744096,85123,0
53,6.546681125694267,63717,1
23,8.110969998112694,26604,1
48,6.499150089657523,22132,1
36,6.008622221580262,36824,0
61,6.624241055399226,33802,1
56,6.044348451441438,92212,1
44,5.292647469830877,111031,1
27,4.2059258834872075,102321,1
43,4.205717032748684,92832,1
36,5.056581094476595,20974,0
56,5.513528039776457,99586,1
20,6.782561021760692,83456,1
62,4.9154677344167075,40148,1
30,4.55185088098482,100941,1
67,5.484685296903971,28191,1
45,5.71853977941918,23223,1
37,4.20562386602206,85417,1
45,3.9975804991922406,117552,1
25,6.041883734240545,112916,1
58,4.892225025041469,59403,1
56,6.84502916412986,63293,1
18,5.4931476349401285,86529,1
20,4.969528531289014,78246,0
30,3.3081499508177616,26533,0
45,5.08956551109264,74358,1
66,3.603371560218417,72260,1
42,3.153892867737216,51803,0
50,7.342657958397579,114975,1
55,4.346879447478711,97489,1
23,6.414743526300257,98245,1
61,3.4150340676317974,92769,1
62,4.010221771071924,30984,0
49,3.8756801401346292,46215,0
62,6.105006545547288,119998,1
64,5.746345791303644,109274,1
38,3.0911776708659535,88787,0
33,2.9532962361949204,34353,0
38,5.7993215626641055,56109,1
28,7.040025725164783,118333,1
54,6.965685414046253,62240,1
53,3.9111009838843107,52948,0
52,4.426521951464811,27691,0
36,5.787196132804472,82464,1
37,5.8937279986917375,56501,1
35,5.37554588909131,80665,1
64,4.454420780588245,41768,1
58,5.712956859710758,45960,1
66,5.246125188053252,94141,1
31,5.30178360163279,20433,0
32,6.339794709651509,98170,1
48,6.668460715358371,101066,1
18,5.523207775989012,56299,1
20,5.444180460276394,52242,0
33,4.765660604543917,48728,0
40,5.197752373269104,37568,1
28,6.1389924764581805,79644,1
29,5.741369708913292,83276,1
27,4.186183529902728,114010,1
49,4.106305263676111,88710,1
33,4.059412619303877,32240,0
25,6.723489168662555,73483,1
55,2.509847653019507,41321,0
29,2.9667998306841077,42888,0
41,4.077882470341385,110175,1
45,6.130593400209165,69316,1
25,4.598955621981837,65063,0
45,3.7598966877890243,21503,0
53,5.532406404428162,52038,1
43,5.609637649906502,108875,1
25,6.179968927473628,50928,0
67,7.044899826610805,118710,1
45,6.847211733650381,89837,1
45,5.832996393500288,49622,1
54,4.873715660834275,108874,1
58,5.6461986549029,38926,1
53,4.3852732920144755,68374,1
44,6.336501553695099,52316,1
34,4.255025823526601,60154,0
26,3.8639589748943974,70973,0
50,6.42548855860841,62639,1
37,2.8382470740587618,105100,0
30,4.103381280670379,67634,0
45,5.900769266545764,69513,1
65,4.870610990205845,75068,1
46,4.808579354536079,103104,1
30,3.4241847351813433,56703,0
63,3.5438685189113683,61048,0
52,4.72646871661779,68668,1
23,2.746977286173503,33822,0
35,4.985914926948441,103237,1
68,6.7045300924546485,22049,1
22,6.572188645240282,34956,0
64,5.799975523828006,45341,1
42,5.287437439762592,90594,1
19,4.8761790392027144,103882,1
27,5.084662367022331,76938,0
47,3.726187136094062,91395,1
67,4.152109950353554,85821,1
62,2.741538059489349,83857,0
22,6.263057668233977,102046,1
50,4.844184009003912,47583,1
18,7.7065867812555835,85863,1
35,4.201230727743406,31577,0
49,4.988440735134763,21860,1
64,5.955121677883023,26496,1
66,5.567530904478611,43522,1
28,4.889977968384399,68594,1
38,7.397571638827014,108921,1
43,3.744884011294368,101776,1
42,5.858824314497669,24959,0
39,4.412171707226188,39109,0
44,4.8129821364234004,113022,1
66,5.348909254473259,21585,1
30,4.830061785287105,63418,0
50,4.775660286409359,32963,1
51,2.9271028663941125,115640,1
58,6.208635394778894,47078,1
52,2.915606229213474,29677,0
18,6.92855655130653,112709,1
38,4.857997945988156,82997,1
65,6.248704578489071,95546,1
23,1.7263677768826997,58577,0
45,4.948761973477105,67866,1
34,4.982239546175138,91883,1
22,3.8084047162559354,89986,0
48,6.161492421650548,86712,1
22,4.161889842458165,79701,0
55,3.8147696886416536,99362,1
20,4.514350496758217,102901,1
40,6.289231509293963,71722,1
54,5.366633916187391,40078,1
54,5.52621444418135,95778,1
27,6.020995065906783,112129,1
27,4.710645016638155,80791,1
36,6.3975091234717665,119514,1
34,5.507298189288476,26584,1
38,6.12594390063504,64951,1
31,3.950420336857953,89629,0
26,5.1299786124177045,84597,1
63,6.278984479745272,78483,1
18,7.464690716902856,82178,1
68,6.418556125343833,60154,1
62,6.481211988618725,50973,1
30,2.8980623277017497,107861,0
21,4.599527856731898,87784,1
18,5.838491668212495,67056,1
66,3.1512661734798986,76369,1
57,5.598467295933867,57131,1
49,4.507723697912032,41447,0
51,4.580455073272038,33712,0
45,5.097490630496535,73865,1
48,5.5293561926188755,43162,1
25,6.095982160506769,39473,1
56,3.3840640037023215,114335,1
43,6.417360341438638,53543,1
51,5.9492433054799765,63584,1
20,4.626174030744006,34185,0
67,6.428759416781816,97511,1
29,2.4976072981864825,73333,0
18,5.247563560678807,73143,1
61,4.1646464255022195,34850,1
22,3.432507711650365,44781,0
47,2.7738350285611837,31045,0
47,5.947406427919787,35767,0
34,5.767151847485216,106064,1
65,6.798024957076892,118469,1
64,5.9978261414306715,26809,1
40,4.559265687247915,26421,0
32,9.069900268203945,54467,1
54,6.522331377628956,108354,1
38,3.2741246642930415,47133,0
31,4.805733511816184,67586,0
19,5.34013285337819,55270,0
28,4.6054529239463875,78288,0
68,8.080321577814114,117080,1
56,4.5652666098145165,59501,1
55,4.420291394549777,118124,1
51,6.111795449642918,70836,1
55,5.180614816769396,46723,1
67,4.666817993861993,43443,1
51,8.248740559821702,76631,1
35,7.304303190030245,78831,1
47,2.8847045249477272,55753,0
32,7.809536093420614,86657,1
44,4.731716536647925,101257,1
68,6.701837755908946,61574,1
51,7.973403899927383,47335,1
69,6.21501233663392,64445,1
55,8.422068812237992,42773,1
50,6.280266482446327,40170,1
41,5.943379437235955,24461,1
32,6.514111607930401,78305,1
47,3.1429222180614955,31306,0
59,4.693705935537645,40586,1
68,3.3932112637314544,47597,1
34,4.732750829957607,66461,0
22,5.674561666267014,33842,0
46,4.779307700769997,80846,1
21,4.784352755265208,84266,0
27,2.9652642936328117,92775,0
34,4.213189091383481,119039,1
27,7.502208084050473,90183,1
34,4.164589775409536,98203,1
37,4.483170732415354,92049,0
41,5.349847015317303,69127,1
22,5.5567625328163635,67550,1
51,4.794693165017355,30501,0
23,2.906191925292143,50806,0
19,5.811286239346093,102095,1
30,7.880924515791651,84565,1
60,7.753640928391076,76665,1
